Station,Date,Cell,Temp,pH,DO,TN,TP,Turbidity,EC,CODMn,NH3N,Temp_lag0,Temp_lag1,Temp_lag2,Temp_lag3,Temp_lag4,Temp_lag5,Temp_lag6,Temp_lag7,pH_lag0,pH_lag1,pH_lag2,pH_lag3,pH_lag4,pH_lag5,pH_lag6,pH_lag7,DO_lag0,DO_lag1,DO_lag2,DO_lag3,DO_lag4,DO_lag5,DO_lag6,DO_lag7,TN_lag0,TN_lag1,TN_lag2,TN_lag3,TN_lag4,TN_lag5,TN_lag6,TN_lag7,TP_lag0,TP_lag1,TP_lag2,TP_lag3,TP_lag4,TP_lag5,TP_lag6,TP_lag7,Turbidity_lag0,Turbidity_lag1,Turbidity_lag2,Turbidity_lag3,Turbidity_lag4,Turbidity_lag5,Turbidity_lag6,Turbidity_lag7,EC_lag0,EC_lag1,EC_lag2,EC_lag3,EC_lag4,EC_lag5,EC_lag6,EC_lag7,CODMn_lag0,CODMn_lag1,CODMn_lag2,CODMn_lag3,CODMn_lag4,CODMn_lag5,CODMn_lag6,CODMn_lag7,NH3N_lag0,NH3N_lag1,NH3N_lag2,NH3N_lag3,NH3N_lag4,NH3N_lag5,NH3N_lag6,NH3N_lag7,y
兰山嘴,2021-09-24,11687650.0,27.65,8.285,8.25,0.96,0.092,77.8,275.6,3.395,0.0265,27.65,28.5,29.8,29.46,27.98333333,26.81666667,26.61666667,26.86666667,8.285,8.57,7.41,7.696,7.678333333,7.678333333,7.631666667,7.7,8.25,9.79,6.5,6.624,6.831666667,7.173333333,7.016666667,7.026666667,0.96,0.926666667,2.12,1.288,1.213333333,1.28,1.29,1.546666667,0.092,0.079,0.104,0.0962,0.131333333,0.2105,0.235333333,0.213333333,77.8,213.4,95.4,52.32,100.65,194.9666667,211.4333333,226.9666667,275.6,270.0333333,249.1,409.86,413.0666667,406.9666667,403.45,398.4,3.395,3.123333333,3.03,3.024,3.945,5.083333333,5.613333333,6.21,0.0265,0.027,0.025,0.025,0.025,0.025,0.025,0.025,16.274043372281717
兰山嘴,2021-10-28,4940380.0,19.63333333,8.346666667,10.47,0.8,0.041333333,47.33333333,324.8,3.116666667,0.025,19.63333333,27.65,28.5,29.8,29.46,27.98333333,26.81666667,26.61666667,8.346666667,8.285,8.57,7.41,7.696,7.678333333,7.678333333,7.631666667,10.47,8.25,9.79,6.5,6.624,6.831666667,7.173333333,7.016666667,0.8,0.96,0.926666667,2.12,1.288,1.213333333,1.28,1.29,0.041333333,0.092,0.079,0.104,0.0962,0.131333333,0.2105,0.235333333,47.33333333,77.8,213.4,95.4,52.32,100.65,194.9666667,211.4333333,324.8,275.6,270.0333333,249.1,409.86,413.0666667,406.9666667,403.45,3.116666667,3.395,3.123333333,3.03,3.024,3.945,5.083333333,5.613333333,0.025,0.0265,0.027,0.025,0.025,0.025,0.025,0.025,15.412953011696159
兰山嘴,2021-10-29,6656800.0,18.825,8.0925,9.8925,0.865,0.04075,45.9,327.45,3.22,0.025,18.825,19.63333333,27.65,28.5,29.8,29.46,27.98333333,26.81666667,8.0925,8.346666667,8.285,8.57,7.41,7.696,7.678333333,7.678333333,9.8925,10.47,8.25,9.79,6.5,6.624,6.831666667,7.173333333,0.865,0.8,0.96,0.926666667,2.12,1.288,1.213333333,1.28,0.04075,0.041333333,0.092,0.079,0.104,0.0962,0.131333333,0.2105,45.9,47.33333333,77.8,213.4,95.4,52.32,100.65,194.9666667,327.45,324.8,275.6,270.0333333,249.1,409.86,413.0666667,406.9666667,3.22,3.116666667,3.395,3.123333333,3.03,3.024,3.945,5.083333333,0.025,0.025,0.0265,0.027,0.025,0.025,0.025,0.025,15.711149596790674
兰山嘴,2021-11-05,8137400.0,19.725,7.97,8.7225,1.1375,0.03475,61.55,332.775,3.665,0.025,19.725,18.825,19.63333333,27.65,28.5,29.8,29.46,27.98333333,7.97,8.0925,8.346666667,8.285,8.57,7.41,7.696,7.678333333,8.7225,9.8925,10.47,8.25,9.79,6.5,6.624,6.831666667,1.1375,0.865,0.8,0.96,0.926666667,2.12,1.288,1.213333333,0.03475,0.04075,0.041333333,0.092,0.079,0.104,0.0962,0.131333333,61.55,45.9,47.33333333,77.8,213.4,95.4,52.32,100.65,332.775,327.45,324.8,275.6,270.0333333,249.1,409.86,413.0666667,3.665,3.22,3.116666667,3.395,3.123333333,3.03,3.024,3.945,0.025,0.025,0.025,0.0265,0.027,0.025,0.025,0.025,15.91198139952634
兰山嘴,2021-11-06,7289315.0,19.7,7.708333333,8.226666667,1.23,0.04,61.9,333.3,3.721666667,0.025,19.7,19.725,18.825,19.63333333,27.65,28.5,29.8,29.46,7.708333333,7.97,8.0925,8.346666667,8.285,8.57,7.41,7.696,8.226666667,8.7225,9.8925,10.47,8.25,9.79,6.5,6.624,1.23,1.1375,0.865,0.8,0.96,0.926666667,2.12,1.288,0.04,0.03475,0.04075,0.041333333,0.092,0.079,0.104,0.0962,61.9,61.55,45.9,47.33333333,77.8,213.4,95.4,52.32,333.3,332.775,327.45,324.8,275.6,270.0333333,249.1,409.86,3.721666667,3.665,3.22,3.116666667,3.395,3.123333333,3.03,3.024,0.025,0.025,0.025,0.025,0.0265,0.027,0.025,0.025,15.801920272422304
兰山嘴,2021-11-07,8833778.0,19.2,7.62,8.174,1.496,0.08,95.84,341.46,5.542,0.025,19.2,19.7,19.725,18.825,19.63333333,27.65,28.5,29.8,7.62,7.708333333,7.97,8.0925,8.346666667,8.285,8.57,7.41,8.174,8.226666667,8.7225,9.8925,10.47,8.25,9.79,6.5,1.496,1.23,1.1375,0.865,0.8,0.96,0.926666667,2.12,0.08,0.04,0.03475,0.04075,0.041333333,0.092,0.079,0.104,95.84,61.9,61.55,45.9,47.33333333,77.8,213.4,95.4,341.46,333.3,332.775,327.45,324.8,275.6,270.0333333,249.1,5.542,3.721666667,3.665,3.22,3.116666667,3.395,3.123333333,3.03,0.025,0.025,0.025,0.025,0.025,0.0265,0.027,0.025,15.994093453845828
兰山嘴,2021-11-08,19500082.0,15.52,7.7,9.342,0.946,0.0762,159.2,306.46,4.834,0.025,15.52,19.2,19.7,19.725,18.825,19.63333333,27.65,28.5,7.7,7.62,7.708333333,7.97,8.0925,8.346666667,8.285,8.57,9.342,8.174,8.226666667,8.7225,9.8925,10.47,8.25,9.79,0.946,1.496,1.23,1.1375,0.865,0.8,0.96,0.926666667,0.0762,0.08,0.04,0.03475,0.04075,0.041333333,0.092,0.079,159.2,95.84,61.9,61.55,45.9,47.33333333,77.8,213.4,306.46,341.46,333.3,332.775,327.45,324.8,275.6,270.0333333,4.834,5.542,3.721666667,3.665,3.22,3.116666667,3.395,3.123333333,0.025,0.025,0.025,0.025,0.025,0.025,0.0265,0.027,16.785929279935175
兰山嘴,2021-11-09,24412360.0,13.78,7.842,9.638,0.876,0.0456,110.88,298.94,3.88,0.025,13.78,15.52,19.2,19.7,19.725,18.825,19.63333333,27.65,7.842,7.7,7.62,7.708333333,7.97,8.0925,8.346666667,8.285,9.638,9.342,8.174,8.226666667,8.7225,9.8925,10.47,8.25,0.876,0.946,1.496,1.23,1.1375,0.865,0.8,0.96,0.0456,0.0762,0.08,0.04,0.03475,0.04075,0.041333333,0.092,110.88,159.2,95.84,61.9,61.55,45.9,47.33333333,77.8,298.94,306.46,341.46,333.3,332.775,327.45,324.8,275.6,3.88,4.834,5.542,3.721666667,3.665,3.22,3.116666667,3.395,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.0265,17.01060016034646
兰山嘴,2021-11-10,6485682.0,13.16,7.606,9.734,0.68,0.0472,101.62,308.48,3.27,0.025,13.16,13.78,15.52,19.2,19.7,19.725,18.825,19.63333333,7.606,7.842,7.7,7.62,7.708333333,7.97,8.0925,8.346666667,9.734,9.638,9.342,8.174,8.226666667,8.7225,9.8925,10.47,0.68,0.876,0.946,1.496,1.23,1.1375,0.865,0.8,0.0472,0.0456,0.0762,0.08,0.04,0.03475,0.04075,0.041333333,101.62,110.88,159.2,95.84,61.9,61.55,45.9,47.33333333,308.48,298.94,306.46,341.46,333.3,332.775,327.45,324.8,3.27,3.88,4.834,5.542,3.721666667,3.665,3.22,3.116666667,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,15.685107690156082
兰山嘴,2021-11-11,5885054.0,13.04,7.63,9.916,0.64,0.0408,87.86,311.1,3.066,0.025,13.04,13.16,13.78,15.52,19.2,19.7,19.725,18.825,7.63,7.606,7.842,7.7,7.62,7.708333333,7.97,8.0925,9.916,9.734,9.638,9.342,8.174,8.226666667,8.7225,9.8925,0.64,0.68,0.876,0.946,1.496,1.23,1.1375,0.865,0.0408,0.0472,0.0456,0.0762,0.08,0.04,0.03475,0.04075,87.86,101.62,110.88,159.2,95.84,61.9,61.55,45.9,311.1,308.48,298.94,306.46,341.46,333.3,332.775,327.45,3.066,3.27,3.88,4.834,5.542,3.721666667,3.665,3.22,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,15.587926644427235
兰山嘴,2021-11-12,7242245.0,13.05,7.695,9.965,0.63,0.033,49.7,311.05,2.76,0.025,13.05,13.04,13.16,13.78,15.52,19.2,19.7,19.725,7.695,7.63,7.606,7.842,7.7,7.62,7.708333333,7.97,9.965,9.916,9.734,9.638,9.342,8.174,8.226666667,8.7225,0.63,0.64,0.68,0.876,0.946,1.496,1.23,1.1375,0.033,0.0408,0.0472,0.0456,0.0762,0.08,0.04,0.03475,49.7,87.86,101.62,110.88,159.2,95.84,61.9,61.55,311.05,311.1,308.48,298.94,306.46,341.46,333.3,332.775,2.76,3.066,3.27,3.88,4.834,5.542,3.721666667,3.665,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,15.79544193724779
兰山嘴,2021-11-26,11584630.0,13.56666667,8.803333333,14.0,1.156666667,0.012333333,31.3,405.2,3.183333333,0.025,13.56666667,13.05,13.04,13.16,13.78,15.52,19.2,19.7,8.803333333,7.695,7.63,7.606,7.842,7.7,7.62,7.708333333,14.0,9.965,9.916,9.734,9.638,9.342,8.174,8.226666667,1.156666667,0.63,0.64,0.68,0.876,0.946,1.496,1.23,0.012333333,0.033,0.0408,0.0472,0.0456,0.0762,0.08,0.04,31.3,49.7,87.86,101.62,110.88,159.2,95.84,61.9,405.2,311.05,311.1,308.48,298.94,306.46,341.46,333.3,3.183333333,2.76,3.066,3.27,3.88,4.834,5.542,3.721666667,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,16.26518986380919
兰山嘴,2021-11-27,28952833.33,12.71666667,8.41,12.43,1.131666667,0.013833333,92.7,418.3666667,3.326666667,0.025,12.71666667,13.56666667,13.05,13.04,13.16,13.78,15.52,19.2,8.41,8.803333333,7.695,7.63,7.606,7.842,7.7,7.62,12.43,14.0,9.965,9.916,9.734,9.638,9.342,8.174,1.131666667,1.156666667,0.63,0.64,0.68,0.876,0.946,1.496,0.013833333,0.012333333,0.033,0.0408,0.0472,0.0456,0.0762,0.08,92.7,31.3,49.7,87.86,101.62,110.88,159.2,95.84,418.3666667,405.2,311.05,311.1,308.48,298.94,306.46,341.46,3.326666667,3.183333333,2.76,3.066,3.27,3.88,4.834,5.542,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,17.181178661508753
兰山嘴,2021-11-28,27672300.0,12.96666667,7.998333333,11.15666667,1.393333333,0.013666667,83.73333333,427.55,3.505,0.025,12.96666667,12.71666667,13.56666667,13.05,13.04,13.16,13.78,15.52,7.998333333,8.41,8.803333333,7.695,7.63,7.606,7.842,7.7,11.15666667,12.43,14.0,9.965,9.916,9.734,9.638,9.342,1.393333333,1.131666667,1.156666667,0.63,0.64,0.68,0.876,0.946,0.013666667,0.013833333,0.012333333,0.033,0.0408,0.0472,0.0456,0.0762,83.73333333,92.7,31.3,49.7,87.86,101.62,110.88,159.2,427.55,418.3666667,405.2,311.05,311.1,308.48,298.94,306.46,3.505,3.326666667,3.183333333,2.76,3.066,3.27,3.88,4.834,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,17.135942506961204
兰山嘴,2021-11-29,9367822.5,13.575,8.045,10.8775,1.2775,0.01,41.775,424.775,3.37,0.025,13.575,12.96666667,12.71666667,13.56666667,13.05,13.04,13.16,13.78,8.045,7.998333333,8.41,8.803333333,7.695,7.63,7.606,7.842,10.8775,11.15666667,12.43,14.0,9.965,9.916,9.734,9.638,1.2775,1.393333333,1.131666667,1.156666667,0.63,0.64,0.68,0.876,0.01,0.013666667,0.013833333,0.012333333,0.033,0.0408,0.0472,0.0456,41.775,83.73333333,92.7,31.3,49.7,87.86,101.62,110.88,424.775,427.55,418.3666667,405.2,311.05,311.1,308.48,298.94,3.37,3.505,3.326666667,3.183333333,2.76,3.066,3.27,3.88,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,16.052791343347785
兰山嘴,2021-11-30,12508417.5,13.025,8.2375,10.7325,1.435,0.036,127.9,407.825,4.995,0.025,13.025,13.575,12.96666667,12.71666667,13.56666667,13.05,13.04,13.16,8.2375,8.045,7.998333333,8.41,8.803333333,7.695,7.63,7.606,10.7325,10.8775,11.15666667,12.43,14.0,9.965,9.916,9.734,1.435,1.2775,1.393333333,1.131666667,1.156666667,0.63,0.64,0.68,0.036,0.01,0.013666667,0.013833333,0.012333333,0.033,0.0408,0.0472,127.9,41.775,83.73333333,92.7,31.3,49.7,87.86,101.62,407.825,424.775,427.55,418.3666667,405.2,311.05,311.1,308.48,4.995,3.37,3.505,3.326666667,3.183333333,2.76,3.066,3.27,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,16.341912455586648
兰山嘴,2021-12-01,10606232.5,11.3,7.61,10.465,0.8175,0.0205,110.225,329.325,3.3425,0.025,11.3,13.025,13.575,12.96666667,12.71666667,13.56666667,13.05,13.04,7.61,8.2375,8.045,7.998333333,8.41,8.803333333,7.695,7.63,10.465,10.7325,10.8775,11.15666667,12.43,14.0,9.965,9.916,0.8175,1.435,1.2775,1.393333333,1.131666667,1.156666667,0.63,0.64,0.0205,0.036,0.01,0.013666667,0.013833333,0.012333333,0.033,0.0408,110.225,127.9,41.775,83.73333333,92.7,31.3,49.7,87.86,329.325,407.825,424.775,427.55,418.3666667,405.2,311.05,311.1,3.3425,4.995,3.37,3.505,3.326666667,3.183333333,2.76,3.066,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,16.176952452276957
兰山嘴,2021-12-02,8363636.667,10.66666667,7.573333333,10.51,0.693333333,0.017666667,84.13333333,328.3666667,3.44,0.025,10.66666667,11.3,13.025,13.575,12.96666667,12.71666667,13.56666667,13.05,7.573333333,7.61,8.2375,8.045,7.998333333,8.41,8.803333333,7.695,10.51,10.465,10.7325,10.8775,11.15666667,12.43,14.0,9.965,0.693333333,0.8175,1.435,1.2775,1.393333333,1.131666667,1.156666667,0.63,0.017666667,0.0205,0.036,0.01,0.013666667,0.013833333,0.012333333,0.033,84.13333333,110.225,127.9,41.775,83.73333333,92.7,31.3,49.7,328.3666667,329.325,407.825,424.775,427.55,418.3666667,405.2,311.05,3.44,3.3425,4.995,3.37,3.505,3.326666667,3.183333333,2.76,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,15.939404018051889
兰山嘴,2021-12-03,4048070.0,10.9,7.7,10.63,0.65,0.03,85.4,325.2,4.38,0.025,10.9,10.66666667,11.3,13.025,13.575,12.96666667,12.71666667,13.56666667,7.7,7.573333333,7.61,8.2375,8.045,7.998333333,8.41,8.803333333,10.63,10.51,10.465,10.7325,10.8775,11.15666667,12.43,14.0,0.65,0.693333333,0.8175,1.435,1.2775,1.393333333,1.131666667,1.156666667,0.03,0.017666667,0.0205,0.036,0.01,0.013666667,0.013833333,0.012333333,85.4,84.13333333,110.225,127.9,41.775,83.73333333,92.7,31.3,325.2,328.3666667,329.325,407.825,424.775,427.55,418.3666667,405.2,4.38,3.44,3.3425,4.995,3.37,3.505,3.326666667,3.183333333,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,15.213751029321315
兰山嘴,2021-12-07,14437600.0,12.25,8.76,12.615,1.05,0.0235,25.75,395.6,2.56,0.027,12.25,10.9,10.66666667,11.3,13.025,13.575,12.96666667,12.71666667,8.76,7.7,7.573333333,7.61,8.2375,8.045,7.998333333,8.41,12.615,10.63,10.51,10.465,10.7325,10.8775,11.15666667,12.43,1.05,0.65,0.693333333,0.8175,1.435,1.2775,1.393333333,1.131666667,0.0235,0.03,0.017666667,0.0205,0.036,0.01,0.013666667,0.013833333,25.75,85.4,84.13333333,110.225,127.9,41.775,83.73333333,92.7,395.6,325.2,328.3666667,329.325,407.825,424.775,427.55,418.3666667,2.56,4.38,3.44,3.3425,4.995,3.37,3.505,3.326666667,0.027,0.025,0.025,0.025,0.025,0.025,0.025,0.025,16.485346541892813
兰山嘴,2021-12-08,30082450.0,11.5,8.655,12.3825,1.0,0.02425,75.3,407.65,2.8025,0.03325,11.5,12.25,10.9,10.66666667,11.3,13.025,13.575,12.96666667,8.655,8.76,7.7,7.573333333,7.61,8.2375,8.045,7.998333333,12.3825,12.615,10.63,10.51,10.465,10.7325,10.8775,11.15666667,1.0,1.05,0.65,0.693333333,0.8175,1.435,1.2775,1.393333333,0.02425,0.0235,0.03,0.017666667,0.0205,0.036,0.01,0.013666667,75.3,25.75,85.4,84.13333333,110.225,127.9,41.775,83.73333333,407.65,395.6,325.2,328.3666667,329.325,407.825,424.775,427.55,2.8025,2.56,4.38,3.44,3.3425,4.995,3.37,3.505,0.03325,0.027,0.025,0.025,0.025,0.025,0.025,0.025,17.219452536439142
