Station,Date,Cell,Temp,pH,DO,TN,TP,Turbidity,EC,CODMn,NH3N,Temp_lag0,Temp_lag1,Temp_lag2,Temp_lag3,Temp_lag4,Temp_lag5,Temp_lag6,Temp_lag7,Temp_lag8,Temp_lag9,Temp_lag10,Temp_lag11,Temp_lag12,Temp_lag13,Temp_lag14,pH_lag0,pH_lag1,pH_lag2,pH_lag3,pH_lag4,pH_lag5,pH_lag6,pH_lag7,pH_lag8,pH_lag9,pH_lag10,pH_lag11,pH_lag12,pH_lag13,pH_lag14,DO_lag0,DO_lag1,DO_lag2,DO_lag3,DO_lag4,DO_lag5,DO_lag6,DO_lag7,DO_lag8,DO_lag9,DO_lag10,DO_lag11,DO_lag12,DO_lag13,DO_lag14,TN_lag0,TN_lag1,TN_lag2,TN_lag3,TN_lag4,TN_lag5,TN_lag6,TN_lag7,TN_lag8,TN_lag9,TN_lag10,TN_lag11,TN_lag12,TN_lag13,TN_lag14,TP_lag0,TP_lag1,TP_lag2,TP_lag3,TP_lag4,TP_lag5,TP_lag6,TP_lag7,TP_lag8,TP_lag9,TP_lag10,TP_lag11,TP_lag12,TP_lag13,TP_lag14,Turbidity_lag0,Turbidity_lag1,Turbidity_lag2,Turbidity_lag3,Turbidity_lag4,Turbidity_lag5,Turbidity_lag6,Turbidity_lag7,Turbidity_lag8,Turbidity_lag9,Turbidity_lag10,Turbidity_lag11,Turbidity_lag12,Turbidity_lag13,Turbidity_lag14,EC_lag0,EC_lag1,EC_lag2,EC_lag3,EC_lag4,EC_lag5,EC_lag6,EC_lag7,EC_lag8,EC_lag9,EC_lag10,EC_lag11,EC_lag12,EC_lag13,EC_lag14,CODMn_lag0,CODMn_lag1,CODMn_lag2,CODMn_lag3,CODMn_lag4,CODMn_lag5,CODMn_lag6,CODMn_lag7,CODMn_lag8,CODMn_lag9,CODMn_lag10,CODMn_lag11,CODMn_lag12,CODMn_lag13,CODMn_lag14,NH3N_lag0,NH3N_lag1,NH3N_lag2,NH3N_lag3,NH3N_lag4,NH3N_lag5,NH3N_lag6,NH3N_lag7,NH3N_lag8,NH3N_lag9,NH3N_lag10,NH3N_lag11,NH3N_lag12,NH3N_lag13,NH3N_lag14,y
兰山嘴,2023/1/12,6228066,8.716666667,7.983333333,11.48333333,0.846666667,0.040333333,51.16666667,431.7666667,3.61,0.036,8.716666667,7.883333333,7.8,7.92,7.083333333,6.833333333,6.425,5.783333333,5.266666667,5.14,4.58,4.38,4.116666667,4.06,4.1,7.983333333,7.975,8.005,8.04,7.971666667,7.975,8.01,8.038333333,7.976666667,7.998,7.972,7.964,7.968333333,7.936,7.935,11.48333333,11.65166667,11.97833333,12.096,12.01833333,12.16166667,12.405,12.58833333,12.52166667,12.7,12.506,12.616,12.63833333,12.646,12.51,0.846666667,0.941666667,1.141666667,1.234,1.24,1.138333333,1.165,1.388333333,1.128333333,0.994,0.976,1.154,1.146666667,1.568,1.43,0.040333333,0.0435,0.047666667,0.0238,0.027,0.023166667,0.01825,0.011833333,0.013,0.0086,0.0108,0.0148,0.015333333,0.016,0.025,51.16666667,54.58333333,51.1,24.54,20.53333333,13.75,19.1,25.3,21.95,23.96,25.08,25.68,26.5,26.86,31.85,431.7666667,435.0666667,436.2833333,439.28,438.3666667,440.4,450.725,456.7166667,444.1,441.44,437,442.82,442.2,457.44,453.2,3.61,3.418333333,3.168333333,2.906,2.811666667,2.81,2.72,2.931666667,2.768333333,2.636,2.518,2.708,2.756666667,3.014,2.95,0.036,0.025,0.025666667,0.0306,0.040666667,0.059833333,0.05175,0.0845,0.053666667,0.025,0.025,0.0376,0.044833333,0.105,0.097,15.64457657
兰山嘴,2023/1/13,5756581.667,9.616666667,8.026666667,11.36666667,0.936666667,0.032666667,33.76666667,432.3333333,2.125,0.026166667,9.616666667,8.716666667,7.883333333,7.8,7.92,7.083333333,6.833333333,6.425,5.783333333,5.266666667,5.14,4.58,4.38,4.116666667,4.06,8.026666667,7.983333333,7.975,8.005,8.04,7.971666667,7.975,8.01,8.038333333,7.976666667,7.998,7.972,7.964,7.968333333,7.936,11.36666667,11.48333333,11.65166667,11.97833333,12.096,12.01833333,12.16166667,12.405,12.58833333,12.52166667,12.7,12.506,12.616,12.63833333,12.646,0.936666667,0.846666667,0.941666667,1.141666667,1.234,1.24,1.138333333,1.165,1.388333333,1.128333333,0.994,0.976,1.154,1.146666667,1.568,0.032666667,0.040333333,0.0435,0.047666667,0.0238,0.027,0.023166667,0.01825,0.011833333,0.013,0.0086,0.0108,0.0148,0.015333333,0.016,33.76666667,51.16666667,54.58333333,51.1,24.54,20.53333333,13.75,19.1,25.3,21.95,23.96,25.08,25.68,26.5,26.86,432.3333333,431.7666667,435.0666667,436.2833333,439.28,438.3666667,440.4,450.725,456.7166667,444.1,441.44,437,442.82,442.2,457.44,2.125,3.61,3.418333333,3.168333333,2.906,2.811666667,2.81,2.72,2.931666667,2.768333333,2.636,2.518,2.708,2.756666667,3.014,0.026166667,0.036,0.025,0.025666667,0.0306,0.040666667,0.059833333,0.05175,0.0845,0.053666667,0.025,0.025,0.0376,0.044833333,0.105,15.56585457
兰山嘴,2023/1/14,6555583.25,9.725,8,11.195,1.0575,0.04975,56.625,429.625,2.6525,0.042,9.725,9.616666667,8.716666667,7.883333333,7.8,7.92,7.083333333,6.833333333,6.425,5.783333333,5.266666667,5.14,4.58,4.38,4.116666667,8,8.026666667,7.983333333,7.975,8.005,8.04,7.971666667,7.975,8.01,8.038333333,7.976666667,7.998,7.972,7.964,7.968333333,11.195,11.36666667,11.48333333,11.65166667,11.97833333,12.096,12.01833333,12.16166667,12.405,12.58833333,12.52166667,12.7,12.506,12.616,12.63833333,1.0575,0.936666667,0.846666667,0.941666667,1.141666667,1.234,1.24,1.138333333,1.165,1.388333333,1.128333333,0.994,0.976,1.154,1.146666667,0.04975,0.032666667,0.040333333,0.0435,0.047666667,0.0238,0.027,0.023166667,0.01825,0.011833333,0.013,0.0086,0.0108,0.0148,0.015333333,56.625,33.76666667,51.16666667,54.58333333,51.1,24.54,20.53333333,13.75,19.1,25.3,21.95,23.96,25.08,25.68,26.5,429.625,432.3333333,431.7666667,435.0666667,436.2833333,439.28,438.3666667,440.4,450.725,456.7166667,444.1,441.44,437,442.82,442.2,2.6525,2.125,3.61,3.418333333,3.168333333,2.906,2.811666667,2.81,2.72,2.931666667,2.768333333,2.636,2.518,2.708,2.756666667,0.042,0.026166667,0.036,0.025,0.025666667,0.0306,0.040666667,0.059833333,0.05175,0.0845,0.053666667,0.025,0.025,0.0376,0.044833333,15.6958278
兰山嘴,2023/1/15,11748540,10.3,8,11.4125,0.8,0.08,101.3925,431.2,4.52,0.83,10.3,9.725,9.616666667,8.716666667,7.883333333,7.8,7.92,7.083333333,6.833333333,6.425,5.783333333,5.266666667,5.14,4.58,4.38,8,8,8.026666667,7.983333333,7.975,8.005,8.04,7.971666667,7.975,8.01,8.038333333,7.976666667,7.998,7.972,7.964,11.4125,11.195,11.36666667,11.48333333,11.65166667,11.97833333,12.096,12.01833333,12.16166667,12.405,12.58833333,12.52166667,12.7,12.506,12.616,0.8,1.0575,0.936666667,0.846666667,0.941666667,1.141666667,1.234,1.24,1.138333333,1.165,1.388333333,1.128333333,0.994,0.976,1.154,0.08,0.04975,0.032666667,0.040333333,0.0435,0.047666667,0.0238,0.027,0.023166667,0.01825,0.011833333,0.013,0.0086,0.0108,0.0148,101.3925,56.625,33.76666667,51.16666667,54.58333333,51.1,24.54,20.53333333,13.75,19.1,25.3,21.95,23.96,25.08,25.68,431.2,429.625,432.3333333,431.7666667,435.0666667,436.2833333,439.28,438.3666667,440.4,450.725,456.7166667,444.1,441.44,437,442.82,4.52,2.6525,2.125,3.61,3.418333333,3.168333333,2.906,2.811666667,2.81,2.72,2.931666667,2.768333333,2.636,2.518,2.708,0.83,0.042,0.026166667,0.036,0.025,0.025666667,0.0306,0.040666667,0.059833333,0.05175,0.0845,0.053666667,0.025,0.025,0.0376,16.27923962
兰山嘴,2023/1/16,9383234.8,6,8.006,11.63,0.822,0.0698,146.16,426.98,3.546,1.618,6,10.3,9.725,9.616666667,8.716666667,7.883333333,7.8,7.92,7.083333333,6.833333333,6.425,5.783333333,5.266666667,5.14,4.58,8.006,8,8,8.026666667,7.983333333,7.975,8.005,8.04,7.971666667,7.975,8.01,8.038333333,7.976666667,7.998,7.972,11.63,11.4125,11.195,11.36666667,11.48333333,11.65166667,11.97833333,12.096,12.01833333,12.16166667,12.405,12.58833333,12.52166667,12.7,12.506,0.822,0.8,1.0575,0.936666667,0.846666667,0.941666667,1.141666667,1.234,1.24,1.138333333,1.165,1.388333333,1.128333333,0.994,0.976,0.0698,0.08,0.04975,0.032666667,0.040333333,0.0435,0.047666667,0.0238,0.027,0.023166667,0.01825,0.011833333,0.013,0.0086,0.0108,146.16,101.3925,56.625,33.76666667,51.16666667,54.58333333,51.1,24.54,20.53333333,13.75,19.1,25.3,21.95,23.96,25.08,426.98,431.2,429.625,432.3333333,431.7666667,435.0666667,436.2833333,439.28,438.3666667,440.4,450.725,456.7166667,444.1,441.44,437,3.546,4.52,2.6525,2.125,3.61,3.418333333,3.168333333,2.906,2.811666667,2.81,2.72,2.931666667,2.768333333,2.636,2.518,1.618,0.83,0.042,0.026166667,0.036,0.025,0.025666667,0.0306,0.040666667,0.059833333,0.05175,0.0845,0.053666667,0.025,0.025,16.05443523
兰山嘴,2023/1/17,7236023.2,4.7,8.006,12.184,0.906,0.0366,89.44,419.22,2.532,1.699,4.7,6,10.3,9.725,9.616666667,8.716666667,7.883333333,7.8,7.92,7.083333333,6.833333333,6.425,5.783333333,5.266666667,5.14,8.006,8.006,8,8,8.026666667,7.983333333,7.975,8.005,8.04,7.971666667,7.975,8.01,8.038333333,7.976666667,7.998,12.184,11.63,11.4125,11.195,11.36666667,11.48333333,11.65166667,11.97833333,12.096,12.01833333,12.16166667,12.405,12.58833333,12.52166667,12.7,0.906,0.822,0.8,1.0575,0.936666667,0.846666667,0.941666667,1.141666667,1.234,1.24,1.138333333,1.165,1.388333333,1.128333333,0.994,0.0366,0.0698,0.08,0.04975,0.032666667,0.040333333,0.0435,0.047666667,0.0238,0.027,0.023166667,0.01825,0.011833333,0.013,0.0086,89.44,146.16,101.3925,56.625,33.76666667,51.16666667,54.58333333,51.1,24.54,20.53333333,13.75,19.1,25.3,21.95,23.96,419.22,426.98,431.2,429.625,432.3333333,431.7666667,435.0666667,436.2833333,439.28,438.3666667,440.4,450.725,456.7166667,444.1,441.44,2.532,3.546,4.52,2.6525,2.125,3.61,3.418333333,3.168333333,2.906,2.811666667,2.81,2.72,2.931666667,2.768333333,2.636,1.699,1.618,0.83,0.042,0.026166667,0.036,0.025,0.025666667,0.0306,0.040666667,0.059833333,0.05175,0.0845,0.053666667,0.025,15.79458247
兰山嘴,2023/1/18,5854713,5,8.07,12.42,0.92,0.02,57.3,415.3,2.22,0.025,5,4.7,6,10.3,9.725,9.616666667,8.716666667,7.883333333,7.8,7.92,7.083333333,6.833333333,6.425,5.783333333,5.266666667,8.07,8.006,8.006,8,8,8.026666667,7.983333333,7.975,8.005,8.04,7.971666667,7.975,8.01,8.038333333,7.976666667,12.42,12.184,11.63,11.4125,11.195,11.36666667,11.48333333,11.65166667,11.97833333,12.096,12.01833333,12.16166667,12.405,12.58833333,12.52166667,0.92,0.906,0.822,0.8,1.0575,0.936666667,0.846666667,0.941666667,1.141666667,1.234,1.24,1.138333333,1.165,1.388333333,1.128333333,0.02,0.0366,0.0698,0.08,0.04975,0.032666667,0.040333333,0.0435,0.047666667,0.0238,0.027,0.023166667,0.01825,0.011833333,0.013,57.3,89.44,146.16,101.3925,56.625,33.76666667,51.16666667,54.58333333,51.1,24.54,20.53333333,13.75,19.1,25.3,21.95,415.3,419.22,426.98,431.2,429.625,432.3333333,431.7666667,435.0666667,436.2833333,439.28,438.3666667,440.4,450.725,456.7166667,444.1,2.22,2.532,3.546,4.52,2.6525,2.125,3.61,3.418333333,3.168333333,2.906,2.811666667,2.81,2.72,2.931666667,2.768333333,0.025,1.699,1.618,0.83,0.042,0.026166667,0.036,0.025,0.025666667,0.0306,0.040666667,0.059833333,0.05175,0.0845,0.053666667,15.58275771
兰山嘴,2023/1/19,5990628.667,4.5,8.053333333,12.39666667,0.926666667,0.04,52.46666667,419.0666667,2.216666667,0.15,4.5,5,4.7,6,10.3,9.725,9.616666667,8.716666667,7.883333333,7.8,7.92,7.083333333,6.833333333,6.425,5.783333333,8.053333333,8.07,8.006,8.006,8,8,8.026666667,7.983333333,7.975,8.005,8.04,7.971666667,7.975,8.01,8.038333333,12.39666667,12.42,12.184,11.63,11.4125,11.195,11.36666667,11.48333333,11.65166667,11.97833333,12.096,12.01833333,12.16166667,12.405,12.58833333,0.926666667,0.92,0.906,0.822,0.8,1.0575,0.936666667,0.846666667,0.941666667,1.141666667,1.234,1.24,1.138333333,1.165,1.388333333,0.04,0.02,0.0366,0.0698,0.08,0.04975,0.032666667,0.040333333,0.0435,0.047666667,0.0238,0.027,0.023166667,0.01825,0.011833333,52.46666667,57.3,89.44,146.16,101.3925,56.625,33.76666667,51.16666667,54.58333333,51.1,24.54,20.53333333,13.75,19.1,25.3,419.0666667,415.3,419.22,426.98,431.2,429.625,432.3333333,431.7666667,435.0666667,436.2833333,439.28,438.3666667,440.4,450.725,456.7166667,2.216666667,2.22,2.532,3.546,4.52,2.6525,2.125,3.61,3.418333333,3.168333333,2.906,2.811666667,2.81,2.72,2.931666667,0.15,0.025,1.699,1.618,0.83,0.042,0.026166667,0.036,0.025,0.025666667,0.0306,0.040666667,0.059833333,0.05175,0.0845,15.60570708
兰山嘴,2023/1/28,6877318.5,2.7,8.0325,13.1525,1.545,0.0565,87.075,454.175,3.0475,0.18025,2.7,4.5,5,4.7,6,10.3,9.725,9.616666667,8.716666667,7.883333333,7.8,7.92,7.083333333,6.833333333,6.425,8.0325,8.053333333,8.07,8.006,8.006,8,8,8.026666667,7.983333333,7.975,8.005,8.04,7.971666667,7.975,8.01,13.1525,12.39666667,12.42,12.184,11.63,11.4125,11.195,11.36666667,11.48333333,11.65166667,11.97833333,12.096,12.01833333,12.16166667,12.405,1.545,0.926666667,0.92,0.906,0.822,0.8,1.0575,0.936666667,0.846666667,0.941666667,1.141666667,1.234,1.24,1.138333333,1.165,0.0565,0.04,0.02,0.0366,0.0698,0.08,0.04975,0.032666667,0.040333333,0.0435,0.047666667,0.0238,0.027,0.023166667,0.01825,87.075,52.46666667,57.3,89.44,146.16,101.3925,56.625,33.76666667,51.16666667,54.58333333,51.1,24.54,20.53333333,13.75,19.1,454.175,419.0666667,415.3,419.22,426.98,431.2,429.625,432.3333333,431.7666667,435.0666667,436.2833333,439.28,438.3666667,440.4,450.725,3.0475,2.216666667,2.22,2.532,3.546,4.52,2.6525,2.125,3.61,3.418333333,3.168333333,2.906,2.811666667,2.81,2.72,0.18025,0.15,0.025,1.699,1.618,0.83,0.042,0.026166667,0.036,0.025,0.025666667,0.0306,0.040666667,0.059833333,0.05175,15.74373953
兰山嘴,2023/1/29,6111593,3,8.068333333,13.15,1.828333333,0.049,60.43333333,473.3,2.998333333,0.189833333,3,2.7,4.5,5,4.7,6,10.3,9.725,9.616666667,8.716666667,7.883333333,7.8,7.92,7.083333333,6.833333333,8.068333333,8.0325,8.053333333,8.07,8.006,8.006,8,8,8.026666667,7.983333333,7.975,8.005,8.04,7.971666667,7.975,13.15,13.1525,12.39666667,12.42,12.184,11.63,11.4125,11.195,11.36666667,11.48333333,11.65166667,11.97833333,12.096,12.01833333,12.16166667,1.828333333,1.545,0.926666667,0.92,0.906,0.822,0.8,1.0575,0.936666667,0.846666667,0.941666667,1.141666667,1.234,1.24,1.138333333,0.049,0.0565,0.04,0.02,0.0366,0.0698,0.08,0.04975,0.032666667,0.040333333,0.0435,0.047666667,0.0238,0.027,0.023166667,60.43333333,87.075,52.46666667,57.3,89.44,146.16,101.3925,56.625,33.76666667,51.16666667,54.58333333,51.1,24.54,20.53333333,13.75,473.3,454.175,419.0666667,415.3,419.22,426.98,431.2,429.625,432.3333333,431.7666667,435.0666667,436.2833333,439.28,438.3666667,440.4,2.998333333,3.0475,2.216666667,2.22,2.532,3.546,4.52,2.6525,2.125,3.61,3.418333333,3.168333333,2.906,2.811666667,2.81,0.189833333,0.18025,0.15,0.025,1.699,1.618,0.83,0.042,0.026166667,0.036,0.025,0.025666667,0.0306,0.040666667,0.059833333,15.62569818
兰山嘴,2023/1/30,6238093.8,3.64,8.138,13.25,1.602,0.0462,51.06,473.2,3.084,0.0744,3.64,3,2.7,4.5,5,4.7,6,10.3,9.725,9.616666667,8.716666667,7.883333333,7.8,7.92,7.083333333,8.138,8.068333333,8.0325,8.053333333,8.07,8.006,8.006,8,8,8.026666667,7.983333333,7.975,8.005,8.04,7.971666667,13.25,13.15,13.1525,12.39666667,12.42,12.184,11.63,11.4125,11.195,11.36666667,11.48333333,11.65166667,11.97833333,12.096,12.01833333,1.602,1.828333333,1.545,0.926666667,0.92,0.906,0.822,0.8,1.0575,0.936666667,0.846666667,0.941666667,1.141666667,1.234,1.24,0.0462,0.049,0.0565,0.04,0.02,0.0366,0.0698,0.08,0.04975,0.032666667,0.040333333,0.0435,0.047666667,0.0238,0.027,51.06,60.43333333,87.075,52.46666667,57.3,89.44,146.16,101.3925,56.625,33.76666667,51.16666667,54.58333333,51.1,24.54,20.53333333,473.2,473.3,454.175,419.0666667,415.3,419.22,426.98,431.2,429.625,432.3333333,431.7666667,435.0666667,436.2833333,439.28,438.3666667,3.084,2.998333333,3.0475,2.216666667,2.22,2.532,3.546,4.52,2.6525,2.125,3.61,3.418333333,3.168333333,2.906,2.811666667,0.0744,0.189833333,0.18025,0.15,0.025,1.699,1.618,0.83,0.042,0.026166667,0.036,0.025,0.025666667,0.0306,0.040666667,15.64618537
兰山嘴,2023/1/31,6532846.5,4.416666667,8.26,13.24666667,1.52,0.046333333,52.26666667,463.1166667,3.046666667,0.041166667,4.416666667,3.64,3,2.7,4.5,5,4.7,6,10.3,9.725,9.616666667,8.716666667,7.883333333,7.8,7.92,8.26,8.138,8.068333333,8.0325,8.053333333,8.07,8.006,8.006,8,8,8.026666667,7.983333333,7.975,8.005,8.04,13.24666667,13.25,13.15,13.1525,12.39666667,12.42,12.184,11.63,11.4125,11.195,11.36666667,11.48333333,11.65166667,11.97833333,12.096,1.52,1.602,1.828333333,1.545,0.926666667,0.92,0.906,0.822,0.8,1.0575,0.936666667,0.846666667,0.941666667,1.141666667,1.234,0.046333333,0.0462,0.049,0.0565,0.04,0.02,0.0366,0.0698,0.08,0.04975,0.032666667,0.040333333,0.0435,0.047666667,0.0238,52.26666667,51.06,60.43333333,87.075,52.46666667,57.3,89.44,146.16,101.3925,56.625,33.76666667,51.16666667,54.58333333,51.1,24.54,463.1166667,473.2,473.3,454.175,419.0666667,415.3,419.22,426.98,431.2,429.625,432.3333333,431.7666667,435.0666667,436.2833333,439.28,3.046666667,3.084,2.998333333,3.0475,2.216666667,2.22,2.532,3.546,4.52,2.6525,2.125,3.61,3.418333333,3.168333333,2.906,0.041166667,0.0744,0.189833333,0.18025,0.15,0.025,1.699,1.618,0.83,0.042,0.026166667,0.036,0.025,0.025666667,0.0306,15.69235347
兰山嘴,2023/2/1,5766929,4.966666667,8.28,13.22333333,1.89,0.051333333,37.33333333,475.75,3.073333333,0.124,4.966666667,4.416666667,3.64,3,2.7,4.5,5,4.7,6,10.3,9.725,9.616666667,8.716666667,7.883333333,7.8,8.28,8.26,8.138,8.068333333,8.0325,8.053333333,8.07,8.006,8.006,8,8,8.026666667,7.983333333,7.975,8.005,13.22333333,13.24666667,13.25,13.15,13.1525,12.39666667,12.42,12.184,11.63,11.4125,11.195,11.36666667,11.48333333,11.65166667,11.97833333,1.89,1.52,1.602,1.828333333,1.545,0.926666667,0.92,0.906,0.822,0.8,1.0575,0.936666667,0.846666667,0.941666667,1.141666667,0.051333333,0.046333333,0.0462,0.049,0.0565,0.04,0.02,0.0366,0.0698,0.08,0.04975,0.032666667,0.040333333,0.0435,0.047666667,37.33333333,52.26666667,51.06,60.43333333,87.075,52.46666667,57.3,89.44,146.16,101.3925,56.625,33.76666667,51.16666667,54.58333333,51.1,475.75,463.1166667,473.2,473.3,454.175,419.0666667,415.3,419.22,426.98,431.2,429.625,432.3333333,431.7666667,435.0666667,436.2833333,3.073333333,3.046666667,3.084,2.998333333,3.0475,2.216666667,2.22,2.532,3.546,4.52,2.6525,2.125,3.61,3.418333333,3.168333333,0.124,0.041166667,0.0744,0.189833333,0.18025,0.15,0.025,1.699,1.618,0.83,0.042,0.026166667,0.036,0.025,0.025666667,15.56765043
兰山嘴,2023/2/2,8855989.833,5.1,8.305,12.92833333,1.748333333,0.085833333,111.6833333,478.7166667,3.906666667,0.038666667,5.1,4.966666667,4.416666667,3.64,3,2.7,4.5,5,4.7,6,10.3,9.725,9.616666667,8.716666667,7.883333333,8.305,8.28,8.26,8.138,8.068333333,8.0325,8.053333333,8.07,8.006,8.006,8,8,8.026666667,7.983333333,7.975,12.92833333,13.22333333,13.24666667,13.25,13.15,13.1525,12.39666667,12.42,12.184,11.63,11.4125,11.195,11.36666667,11.48333333,11.65166667,1.748333333,1.89,1.52,1.602,1.828333333,1.545,0.926666667,0.92,0.906,0.822,0.8,1.0575,0.936666667,0.846666667,0.941666667,0.085833333,0.051333333,0.046333333,0.0462,0.049,0.0565,0.04,0.02,0.0366,0.0698,0.08,0.04975,0.032666667,0.040333333,0.0435,111.6833333,37.33333333,52.26666667,51.06,60.43333333,87.075,52.46666667,57.3,89.44,146.16,101.3925,56.625,33.76666667,51.16666667,54.58333333,478.7166667,475.75,463.1166667,473.2,473.3,454.175,419.0666667,415.3,419.22,426.98,431.2,429.625,432.3333333,431.7666667,435.0666667,3.906666667,3.073333333,3.046666667,3.084,2.998333333,3.0475,2.216666667,2.22,2.532,3.546,4.52,2.6525,2.125,3.61,3.418333333,0.038666667,0.124,0.041166667,0.0744,0.189833333,0.18025,0.15,0.025,1.699,1.618,0.83,0.042,0.026166667,0.036,0.025,15.99660472
兰山嘴,2023/2/6,7027601,5.5,8.17,12.23,1.71,0.048,65.9,453.5,2.88,0.139,5.5,5.1,4.966666667,4.416666667,3.64,3,2.7,4.5,5,4.7,6,10.3,9.725,9.616666667,8.716666667,8.17,8.305,8.28,8.26,8.138,8.068333333,8.0325,8.053333333,8.07,8.006,8.006,8,8,8.026666667,7.983333333,12.23,12.92833333,13.22333333,13.24666667,13.25,13.15,13.1525,12.39666667,12.42,12.184,11.63,11.4125,11.195,11.36666667,11.48333333,1.71,1.748333333,1.89,1.52,1.602,1.828333333,1.545,0.926666667,0.92,0.906,0.822,0.8,1.0575,0.936666667,0.846666667,0.048,0.085833333,0.051333333,0.046333333,0.0462,0.049,0.0565,0.04,0.02,0.0366,0.0698,0.08,0.04975,0.032666667,0.040333333,65.9,111.6833333,37.33333333,52.26666667,51.06,60.43333333,87.075,52.46666667,57.3,89.44,146.16,101.3925,56.625,33.76666667,51.16666667,453.5,478.7166667,475.75,463.1166667,473.2,473.3,454.175,419.0666667,415.3,419.22,426.98,431.2,429.625,432.3333333,431.7666667,2.88,3.906666667,3.073333333,3.046666667,3.084,2.998333333,3.0475,2.216666667,2.22,2.532,3.546,4.52,2.6525,2.125,3.61,0.139,0.038666667,0.124,0.041166667,0.0744,0.189833333,0.18025,0.15,0.025,1.699,1.618,0.83,0.042,0.026166667,0.036,15.7653561
兰山嘴,2023/2/7,6604133,7.1,8.46,12.75,1.27,0.032,41.1,436.5,2.35,0.094,7.1,5.5,5.1,4.966666667,4.416666667,3.64,3,2.7,4.5,5,4.7,6,10.3,9.725,9.616666667,8.46,8.17,8.305,8.28,8.26,8.138,8.068333333,8.0325,8.053333333,8.07,8.006,8.006,8,8,8.026666667,12.75,12.23,12.92833333,13.22333333,13.24666667,13.25,13.15,13.1525,12.39666667,12.42,12.184,11.63,11.4125,11.195,11.36666667,1.27,1.71,1.748333333,1.89,1.52,1.602,1.828333333,1.545,0.926666667,0.92,0.906,0.822,0.8,1.0575,0.936666667,0.032,0.048,0.085833333,0.051333333,0.046333333,0.0462,0.049,0.0565,0.04,0.02,0.0366,0.0698,0.08,0.04975,0.032666667,41.1,65.9,111.6833333,37.33333333,52.26666667,51.06,60.43333333,87.075,52.46666667,57.3,89.44,146.16,101.3925,56.625,33.76666667,436.5,453.5,478.7166667,475.75,463.1166667,473.2,473.3,454.175,419.0666667,415.3,419.22,426.98,431.2,429.625,432.3333333,2.35,2.88,3.906666667,3.073333333,3.046666667,3.084,2.998333333,3.0475,2.216666667,2.22,2.532,3.546,4.52,2.6525,2.125,0.094,0.139,0.038666667,0.124,0.041166667,0.0744,0.189833333,0.18025,0.15,0.025,1.699,1.618,0.83,0.042,0.026166667,15.70320637
兰山嘴,2023/2/8,7068291.833,6.366666667,8.345,12.44,1.905,0.0475,43.53333333,473.65,3.305,0.1065,6.366666667,7.1,5.5,5.1,4.966666667,4.416666667,3.64,3,2.7,4.5,5,4.7,6,10.3,9.725,8.345,8.46,8.17,8.305,8.28,8.26,8.138,8.068333333,8.0325,8.053333333,8.07,8.006,8.006,8,8,12.44,12.75,12.23,12.92833333,13.22333333,13.24666667,13.25,13.15,13.1525,12.39666667,12.42,12.184,11.63,11.4125,11.195,1.905,1.27,1.71,1.748333333,1.89,1.52,1.602,1.828333333,1.545,0.926666667,0.92,0.906,0.822,0.8,1.0575,0.0475,0.032,0.048,0.085833333,0.051333333,0.046333333,0.0462,0.049,0.0565,0.04,0.02,0.0366,0.0698,0.08,0.04975,43.53333333,41.1,65.9,111.6833333,37.33333333,52.26666667,51.06,60.43333333,87.075,52.46666667,57.3,89.44,146.16,101.3925,56.625,473.65,436.5,453.5,478.7166667,475.75,463.1166667,473.2,473.3,454.175,419.0666667,415.3,419.22,426.98,431.2,429.625,3.305,2.35,2.88,3.906666667,3.073333333,3.046666667,3.084,2.998333333,3.0475,2.216666667,2.22,2.532,3.546,4.52,2.6525,0.1065,0.094,0.139,0.038666667,0.124,0.041166667,0.0744,0.189833333,0.18025,0.15,0.025,1.699,1.618,0.83,0.042,15.77112954
兰山嘴,2023/2/14,6855390.5,6.85,8.23,11.705,2.6,0.09,49.35,535.5,4.23,0.126,6.85,6.366666667,7.1,5.5,5.1,4.966666667,4.416666667,3.64,3,2.7,4.5,5,4.7,6,10.3,8.23,8.345,8.46,8.17,8.305,8.28,8.26,8.138,8.068333333,8.0325,8.053333333,8.07,8.006,8.006,8,11.705,12.44,12.75,12.23,12.92833333,13.22333333,13.24666667,13.25,13.15,13.1525,12.39666667,12.42,12.184,11.63,11.4125,2.6,1.905,1.27,1.71,1.748333333,1.89,1.52,1.602,1.828333333,1.545,0.926666667,0.92,0.906,0.822,0.8,0.09,0.0475,0.032,0.048,0.085833333,0.051333333,0.046333333,0.0462,0.049,0.0565,0.04,0.02,0.0366,0.0698,0.08,49.35,43.53333333,41.1,65.9,111.6833333,37.33333333,52.26666667,51.06,60.43333333,87.075,52.46666667,57.3,89.44,146.16,101.3925,535.5,473.65,436.5,453.5,478.7166667,475.75,463.1166667,473.2,473.3,454.175,419.0666667,415.3,419.22,426.98,431.2,4.23,3.305,2.35,2.88,3.906666667,3.073333333,3.046666667,3.084,2.998333333,3.0475,2.216666667,2.22,2.532,3.546,4.52,0.126,0.1065,0.094,0.139,0.038666667,0.124,0.041166667,0.0744,0.189833333,0.18025,0.15,0.025,1.699,1.618,0.83,15.74054598
